method,image_id,candidate_index,uses_ground_truth,diagnostic_only,deployable,ranking_scores
Mismatched-C-2,16718,2,False,False,True,"[0.5991821365237214, 0.6220284291613521, 0.6675921382435697, 0.6255140688996402, 0.5731955760868961, 0.5487824529298785, 0.5860138522311756, 0.5927893852450764]"
Mismatched-C-2,16800,2,False,False,True,"[0.7258095337954831, 0.6905793424605107, 0.773583920516967, 0.7079187949233974, 0.7144292799233459, 0.7616715630194956, 0.7571229987060724, 0.6972182204206854]"
Mismatched-C-2,17017,2,False,False,True,"[0.6338963731918998, 0.6052097794560178, 0.7140390618509511, 0.6410848411939588, 0.6688353203033308, 0.6719194801388448, 0.6871519227446832, 0.5940857864638138]"
Mismatched-C-2,17605,4,False,False,True,"[0.584419639275509, 0.5352432901137425, 0.4142632720134348, 0.5694689058568985, 0.5978389898555267, 0.4980931592282747, 0.5801718219163401, 0.5943197236412249]"
Mismatched-C-2,17651,1,False,False,True,"[0.554729500710198, 0.6352270297417162, 0.5213236098851608, 0.5671898792021496, 0.5808614800990035, 0.5911527383923534, 0.6051543257109403, 0.5681306180601846]"
Mismatched-C-2,17795,3,False,False,True,"[0.6306776009515953, 0.5808628743231501, 0.6090219730611338, 0.6719463461984072, 0.5243923868777547, 0.6020286376687551, 0.5456868025846704, 0.6218341400213514]"
Mismatched-C-2,17843,6,False,False,True,"[0.560430672574503, 0.6570429911365658, 0.6884484954686312, 0.6437970339091283, 0.5718565610458906, 0.583466151930542, 0.7475754373975643, 0.5845789282239519]"
Mismatched-C-2,17865,6,False,False,True,"[0.6443429870478792, 0.65631381345453, 0.6718117436671209, 0.6789630117170717, 0.667586152907681, 0.6413857843059024, 0.6883560417886128, 0.6709937650115907]"
Mismatched-C-2,17946,0,False,False,True,"[0.7473226316660437, 0.6522613867658598, 0.7114376298727969, 0.6723020435046516, 0.660236503114497, 0.6936437580689965, 0.6468663157224088, 0.6950159462611154]"
Mismatched-C-2,17987,2,False,False,True,"[0.5912885003471677, 0.6334443711728884, 0.6845993941672237, 0.6315221620527427, 0.586022542754113, 0.5972375913887296, 0.6359982796125789, 0.6260207397824522]"
Mismatched-C-2,18115,2,False,False,True,"[0.6600083713240615, 0.641398942006578, 0.6888330618555112, 0.5447922205614578, 0.6751773720916356, 0.658012626231204, 0.5690896000485108, 0.6450183574491943]"
Mismatched-C-2,18159,1,False,False,True,"[0.6516199606461308, 0.7584876512181273, 0.7076919939944766, 0.728281837543957, 0.7325977526408258, 0.6898663204489817, 0.7277765719966842, 0.6861413669849379]"
Mismatched-C-2,18170,7,False,False,True,"[0.6132152361819765, 0.5087910864055732, 0.5295213355924946, 0.5992536216255003, 0.5921474347303926, 0.5486589512408186, 0.5336799096857587, 0.6475265850797692]"
Mismatched-C-2,18556,0,False,False,True,"[0.684292690165468, 0.6432201930073751, 0.6460224299582099, 0.6418311418731413, 0.6665801654374639, 0.610428663349257, 0.6537325093847028, 0.6517471650992313]"
Mismatched-C-2,18888,3,False,False,True,"[0.5426444616603082, 0.5864366462791526, 0.5361742119654285, 0.5917146116197709, 0.5914828538618041, 0.525024180444483, 0.5780797401821289, 0.5916358973416154]"
Mismatched-C-2,18960,7,False,False,True,"[0.5441505607480237, 0.5961165790325463, 0.589425825860791, 0.6172872029655241, 0.5813683131641842, 0.568956666267407, 0.6338240561911517, 0.6775703459016683]"
Mismatched-C-2,19331,2,False,False,True,"[0.661744853810896, 0.6563938951704604, 0.6886354963070619, 0.6268417902396273, 0.6799551728963331, 0.6826666893164423, 0.6561844658076341, 0.6765003400969425]"
Mismatched-C-2,19471,6,False,False,True,"[0.7486964696721525, 0.7377429585662159, 0.7208191791538302, 0.6339197112107562, 0.726218053168193, 0.6982777820206114, 0.771372435948193, 0.7016085961516052]"
Mismatched-C-2,19593,5,False,False,True,"[0.5529143373136927, 0.6228830035986418, 0.6146886042103409, 0.6402431074782968, 0.6628305046692138, 0.6893237892392502, 0.6609817109522551, 0.6386200348595147]"
Mismatched-C-2,19605,3,False,False,True,"[0.4900137095782638, 0.41454052514600115, 0.5283153623377023, 0.532023778011887, 0.42778476381557534, 0.4957850914448845, 0.443710817135207, 0.4924853048490493]"
Mismatched-C-2,20013,2,False,False,True,"[0.5769923624942908, 0.5681218087515154, 0.618945260094323, 0.5401441394490495, 0.41939389816449557, 0.4894923305187907, 0.5256470843037837, 0.5400656221053084]"
Mismatched-C-2,20072,0,False,False,True,"[0.7176648823236045, 0.696723647064486, 0.6517314854669946, 0.6649503216331558, 0.6006297798100086, 0.6834070548148898, 0.7090302723675977, 0.6383173710414005]"
Mismatched-C-2,20317,4,False,False,True,"[0.6243816126217057, 0.5699313877951935, 0.6031821927617077, 0.5903580757556748, 0.6282281844296997, 0.5476194795776496, 0.5469487764208968, 0.5213107406969039]"
Mismatched-C-2,20380,7,False,False,True,"[0.34052553175033534, 0.52519824940537, 0.5260916193926446, 0.5888936406066798, 0.5416436058372699, 0.5152220710140067, 0.32690881422089335, 0.6633169782996597]"
Mismatched-C-2,20520,6,False,False,True,"[0.5217104819976901, 0.5240656753871944, 0.5981173056412923, 0.45260258967904876, 0.5669565237454188, 0.5680038754166921, 0.6341385403451161, 0.5556258403713593]"
Mismatched-C-2,20545,1,False,False,True,"[0.6192341387373732, 0.7189312648207683, 0.6474758076128726, 0.6719983710492614, 0.7111721502659676, 0.6182366625377778, 0.5801254021783124, 0.6003257695153396]"
Mismatched-C-2,20863,0,False,False,True,"[0.6579299804697218, 0.6024820727571485, 0.5785558180326272, 0.6205353997709468, 0.5861622224932779, 0.6088032466896138, 0.6105787527674837, 0.6390173517139937]"
Mismatched-C-2,20882,3,False,False,True,"[0.720928468592875, 0.6906097633081878, 0.705760431543154, 0.7266196510293099, 0.7144643702692718, 0.7194438853425038, 0.7085221756298173, 0.6701837226275269]"
Mismatched-C-2,20904,3,False,False,True,"[0.6878214876649369, 0.6650922247727711, 0.6854851095714037, 0.7151263854179419, 0.6470500113997802, 0.6807513645196082, 0.6572146950539813, 0.6835285172513743]"
Mismatched-C-2,21295,4,False,False,True,"[0.6404117110693328, 0.6914206821661577, 0.6899415133163926, 0.6133020439404137, 0.6959336518964496, 0.6332543705071716, 0.6181514899218086, 0.6465455980660518]"
Mismatched-C-2,21414,2,False,False,True,"[0.7410936601744822, 0.7098797847815852, 0.7481725286144237, 0.6976581393438581, 0.7447563333357432, 0.7052747362854893, 0.7173810388012714, 0.675373377555365]"
Mismatched-C-2,21436,6,False,False,True,"[0.6922842960385078, 0.7136679557967273, 0.7077652119286835, 0.5318217144902808, 0.6266276852436972, 0.6521998913007931, 0.7268991044636443, 0.6348452208193892]"
Mismatched-C-2,21558,3,False,False,True,"[0.7008850033725259, 0.6571852028212732, 0.6814239232045167, 0.744356804862254, 0.7047700143727265, 0.6342536759403117, 0.6697382007464463, 0.6884648688856745]"
Mismatched-C-2,21887,4,False,False,True,"[0.5903173654024039, 0.6493688531666664, 0.5854111582929793, 0.6345562064896894, 0.6593340587729039, 0.5917493015075252, 0.6414745239729095, 0.6474654488245648]"
Mismatched-C-2,22215,7,False,False,True,"[0.5510665076906371, 0.5330534546559643, 0.5568882027400743, 0.5706595862776215, 0.5529292004714355, 0.5788803203851771, 0.5649734018694086, 0.5800713061322349]"
Mismatched-C-2,22299,4,False,False,True,"[0.6179268527011428, 0.6774872485459407, 0.6136283810819216, 0.6579250505515991, 0.6958530645574781, 0.636565927351834, 0.6131265073893502, 0.6007815336394906]"
Mismatched-C-2,22303,5,False,False,True,"[0.676463417295974, 0.648470899416048, 0.6336991160299441, 0.6508876744564706, 0.633889481587316, 0.6843637211764433, 0.5932607890914212, 0.5747741557894157]"
Mismatched-C-2,22452,7,False,False,True,"[0.5118957563055465, 0.5909781014154485, 0.3835066795779356, 0.5818346593940322, 0.5638146278320783, 0.5427250941036473, 0.5830368156927253, 0.594159354662176]"
Mismatched-C-2,22793,5,False,False,True,"[0.659149042210691, 0.6644440476690173, 0.6518726618263744, 0.6594812375372774, 0.7016213320800326, 0.7254889392645207, 0.6276339043496356, 0.6147454413385016]"
Mismatched-C-2,22803,0,False,False,True,"[0.6917131502830322, 0.6114344022999372, 0.5694703984204069, 0.6434133845813609, 0.6788346783880956, 0.6737145108367653, 0.686324421710351, 0.5596446492330822]"
Mismatched-C-2,22924,7,False,False,True,"[0.5536981717808322, 0.5706954881458857, 0.5528894059642333, 0.591545171358339, 0.5442953763933306, 0.5797586736424101, 0.5869697360702879, 0.620380872445399]"
Mismatched-C-2,23314,0,False,False,True,"[0.6854459687055241, 0.641170878217552, 0.6811174475626496, 0.6381155949885332, 0.6443236172159454, 0.6257936728550728, 0.6682407555809127, 0.6189298975710691]"
Mismatched-C-2,23445,0,False,False,True,"[0.6699945256106874, 0.6289339176622585, 0.5786836607461443, 0.6135064532355785, 0.6533453628063922, 0.6115961456995627, 0.5986635348005371, 0.6368833543577315]"
Mismatched-C-2,23479,4,False,False,True,"[0.6432420967310536, 0.511766377659085, 0.6311335775843953, 0.6799570147821636, 0.7240922578958451, 0.7021512413472935, 0.6480511181682606, 0.681441089687763]"
Mismatched-C-2,23623,4,False,False,True,"[0.509774380366623, 0.6203736317688184, 0.4485399013844051, 0.6519956967228122, 0.6566801093279593, 0.49069498173084625, 0.5122334692716211, 0.3935710467396546]"
Mismatched-C-2,23633,0,False,False,True,"[0.7571800678855102, 0.634012806047918, 0.6878048684541032, 0.7371026708411572, 0.7159943755443947, 0.7478794847644836, 0.6452257387779102, 0.7102107623984617]"
Mismatched-C-2,23642,3,False,False,True,"[0.5942624780773296, 0.6224422585929614, 0.6582758896843128, 0.6864782873353481, 0.6760951867556524, 0.5755715796059548, 0.5751666451331985, 0.6841967228089318]"
Mismatched-C-2,23803,5,False,False,True,"[0.6873538091400521, 0.7344518212264248, 0.7118745434782099, 0.7009224121516295, 0.7048305934694783, 0.7524525011102134, 0.7362168420717785, 0.6390964757392634]"
Mismatched-C-2,24062,0,False,False,True,"[0.6715873287483198, 0.6310389704163728, 0.6477738293167326, 0.6496633043625564, 0.6632751277329476, 0.6478704944674942, 0.4791103018000071, 0.5543452295746724]"
Mismatched-C-2,24103,5,False,False,True,"[0.6819685625195786, 0.7105147835486844, 0.640779497190697, 0.6486526598224696, 0.6745637230085428, 0.7419689593385208, 0.6545218789596383, 0.6498126012554674]"
Mismatched-C-2,24306,4,False,False,True,"[0.5273737880176537, 0.5417695921863974, 0.5117079523097517, 0.5486455606411929, 0.576485547859733, 0.5333056349235094, 0.5263147704295712, 0.5502674342271549]"
Mismatched-C-2,24700,5,False,False,True,"[0.6294387960664714, 0.6934507941532877, 0.6876847286503027, 0.6965922559024595, 0.6128612828779816, 0.7010463334042722, 0.5948256389764782, 0.6516680221642304]"
Mismatched-C-2,24790,7,False,False,True,"[0.565739042332815, 0.6332212732568347, 0.4946586202320011, 0.41008126842332804, 0.6189210520249109, 0.5323149453904402, 0.477337415799999, 0.6593201377965504]"
Mismatched-C-2,25150,5,False,False,True,"[0.6115925290758242, 0.6107100752015637, 0.5987468601173799, 0.628940441711245, 0.6219494117384761, 0.6514233321493468, 0.6362063940294495, 0.645255927704803]"
Mismatched-C-2,25166,2,False,False,True,"[0.5997957770173601, 0.5209974001880997, 0.6485945135649551, 0.5697014897552259, 0.6179803549775571, 0.6225771992125495, 0.5650361046913691, 0.5672319946685882]"
Mismatched-C-2,25339,4,False,False,True,"[0.6908517214042056, 0.6521145364836082, 0.647372707818791, 0.7220944404100064, 0.7425242985910498, 0.7222376370097577, 0.6951847520844694, 0.7266256475344641]"
Mismatched-C-2,25360,5,False,False,True,"[0.7351916080302527, 0.6449685731437238, 0.6525298989775934, 0.7360726196953087, 0.5800014829568116, 0.7805358170738881, 0.6736187570625473, 0.7473489413573378]"
Mismatched-C-2,25374,4,False,False,True,"[0.551060526327849, 0.5303473520495263, 0.5598987814761482, 0.6312569442664205, 0.7436676037065415, 0.5327873778084856, 0.7396618993630087, 0.5153445124198357]"
Mismatched-C-2,25447,7,False,False,True,"[0.6237398537156489, 0.680663262020138, 0.702839115646629, 0.6955089877005478, 0.6858980151212125, 0.676377280801747, 0.7161132310579144, 0.7529485159677589]"
Mismatched-C-2,26070,5,False,False,True,"[0.6309607655087415, 0.586126666584426, 0.5270375693141911, 0.5550082764231816, 0.6521703732879345, 0.7004887147800335, 0.6319902083232773, 0.6630099990843861]"
Mismatched-C-2,26146,7,False,False,True,"[0.5831910700656668, 0.6339821771689966, 0.6047170915894539, 0.6505419251183674, 0.5703547184059277, 0.6362959998786535, 0.6452284745603669, 0.6794256096415494]"
Mismatched-C-2,26419,2,False,False,True,"[0.6200535833597018, 0.7016756850355228, 0.807741049062811, 0.7330396222686716, 0.6400815209599364, 0.6262550272158374, 0.6276227213763329, 0.6685164570245546]"
Mismatched-C-2,26519,3,False,False,True,"[0.4589282209924085, 0.41732773337397605, 0.4991050536730166, 0.6366326793094264, 0.4874408366071016, 0.47357837265468616, 0.4341099587949342, 0.4707787481222899]"
Mismatched-C-2,26535,6,False,False,True,"[0.5147477655409625, 0.5631312633272577, 0.5434740494373178, 0.4957204723528601, 0.6029836495051402, 0.6038582690413163, 0.6253045546501006, 0.6079816502304003]"
Mismatched-C-2,26749,7,False,False,True,"[0.7280696259419381, 0.6880698312480233, 0.724137730181804, 0.7003375208554246, 0.6646938453721525, 0.7239193037462545, 0.7280058044230543, 0.7316632227011151]"
Mismatched-C-2,27131,5,False,False,True,"[0.5460953086276306, 0.43537808761371843, 0.4760088559488321, 0.5194096523205411, 0.47715324404492765, 0.5532152328757327, 0.5476069780385657, 0.5206452079200914]"
Mismatched-C-2,27196,3,False,False,True,"[0.5940350567352988, 0.6560656065013256, 0.6939631838729486, 0.699409806906077, 0.6629054755019754, 0.6608921930982102, 0.6939884059364272, 0.6041770832837944]"
Mismatched-C-2,27240,6,False,False,True,"[0.6213917524834445, 0.5358619045368819, 0.5793533637589943, 0.5727722085239503, 0.6172056324912891, 0.60105661175995, 0.6261010784851664, 0.6121952253340901]"
Mismatched-C-2,27260,5,False,False,True,"[0.6414285292786228, 0.6384959682906216, 0.6830632130919834, 0.6404985312645525, 0.6478731608929255, 0.7247432375008345, 0.6583527718914984, 0.6413572528302749]"
Mismatched-C-2,27648,3,False,False,True,"[0.594914127888559, 0.5826074089444906, 0.5627687376094324, 0.6176156562414092, 0.591020359855956, 0.6043271059646578, 0.5788212436647148, 0.5724867922230488]"
Mismatched-C-2,27688,2,False,False,True,"[0.6797384261406869, 0.672839453486251, 0.6900482821849201, 0.6259345381467556, 0.6013189862437998, 0.6464517229338258, 0.6431426925431658, 0.5758910768217477]"
Mismatched-C-2,27781,7,False,False,True,"[0.6581644601275578, 0.6704095477149745, 0.6358127254140007, 0.6849344020861787, 0.6346713843494856, 0.6713529274552091, 0.6836609086772518, 0.7010150508317445]"
Mismatched-C-2,28157,7,False,False,True,"[0.6621449955793479, 0.6832856728884127, 0.636707994321177, 0.6342318368745805, 0.6511780995008027, 0.6737861770082603, 0.6553251350563825, 0.6966282535279846]"
Mismatched-C-2,28253,4,False,False,True,"[0.7689135959036988, 0.7077934771559585, 0.7576238541678414, 0.763445115064624, 0.789763552044955, 0.7427487106970181, 0.6861585105782744, 0.6733718767699524]"
Mismatched-C-2,28276,3,False,False,True,"[0.6014512931152534, 0.5908129122377637, 0.6198696238029391, 0.653600807318059, 0.5484439435863957, 0.6115713329915469, 0.6303642253180843, 0.6125759888437188]"
Mismatched-C-2,28309,6,False,False,True,"[0.5584944678879402, 0.6143408212050168, 0.600471948441625, 0.5722638883670998, 0.5810574513806238, 0.5934694825826925, 0.633296913538087, 0.5926233455431409]"
Mismatched-C-2,28511,3,False,False,True,"[0.6054328092316622, 0.6005777469984345, 0.5160183859138671, 0.6176217358880302, 0.5909104106144492, 0.4822236375269508, 0.5501725013712881, 0.5306991078091097]"
Mismatched-C-2,28548,3,False,False,True,"[0.7122504294886842, 0.7055248770853799, 0.7106447540890399, 0.7705544375004538, 0.7407791793806904, 0.763243401046849, 0.7354117882328989, 0.7680949228691916]"
Mismatched-C-2,28979,4,False,False,True,"[0.6920152273515442, 0.6472800470666737, 0.6387552893383086, 0.6833736093084035, 0.7442848614718909, 0.6423628404818618, 0.7067646037823432, 0.6762988396403051]"
Mismatched-C-2,29018,6,False,False,True,"[0.6038096935975059, 0.6329764979832831, 0.6249340548398994, 0.5557437342310987, 0.6316844192479492, 0.5524532211856116, 0.6386792618285384, 0.5381157502834459]"
Mismatched-C-2,29179,5,False,False,True,"[0.6494779188815706, 0.6225207785570607, 0.6233403765642727, 0.579445354723535, 0.6257328289831864, 0.6542275923744937, 0.5853115883499838, 0.6179435800678614]"
Mismatched-C-2,29221,0,False,False,True,"[0.6495496593829669, 0.5873615802893738, 0.5921671856941819, 0.6173865415411965, 0.5713680306340128, 0.6016289729558237, 0.6136691316822521, 0.5844442292878973]"
Mismatched-C-2,29400,0,False,False,True,"[0.6999215843948553, 0.5936209532555886, 0.650749325471937, 0.6174680110308906, 0.5605903256278633, 0.5557098854662006, 0.6047751124490486, 0.5495422726114365]"
Mismatched-C-2,29511,6,False,False,True,"[0.6355662758832072, 0.6264264207971137, 0.5905932348033383, 0.6285179621544229, 0.6025389200489699, 0.6807577972561505, 0.6902604523659994, 0.6075141089813221]"
Mismatched-C-2,29591,6,False,False,True,"[0.47115010819484393, 0.5426005472982682, 0.5407187680534863, 0.5427804360572804, 0.5529100425519782, 0.4618692799240611, 0.583366185040822, 0.5758893029820464]"
Mismatched-C-2,29610,6,False,False,True,"[0.722339857965635, 0.7596495443930378, 0.6977153498550197, 0.4332824190127118, 0.6957345132425646, 0.7687378312619005, 0.8117037301670091, 0.7114289347483385]"
Mismatched-C-2,29717,0,False,False,True,"[0.6263505773141755, 0.6059356519510792, 0.6260422823281002, 0.6142188577680314, 0.5922746733396231, 0.6012918193413744, 0.5811436299200308, 0.5290918401068857]"
Mismatched-C-2,29815,3,False,False,True,"[0.7311042359950024, 0.7296238748890655, 0.7546675708904337, 0.7633896106870605, 0.7552947483718566, 0.7368649518683604, 0.7270192746200179, 0.6829687179307429]"
Mismatched-C-2,29831,3,False,False,True,"[0.6798482899637337, 0.652222766191309, 0.6579611736452857, 0.7527428501108908, 0.670332428614403, 0.7504186614505608, 0.7094604068455164, 0.6753785407788446]"
Mismatched-C-2,29903,4,False,False,True,"[0.6358387272222626, 0.6016455825865576, 0.5697274147497438, 0.5949472913616145, 0.6723114737010063, 0.6157650238351272, 0.6532786564536759, 0.6313616464911427]"
Mismatched-C-2,29942,7,False,False,True,"[0.6185679681962248, 0.6386579934456953, 0.6419856356248038, 0.6361400708607954, 0.6776683533622248, 0.6053604575776175, 0.5967979313081639, 0.6991984299335332]"
Mismatched-C-2,30016,5,False,False,True,"[0.6037215920869556, 0.6752662788478121, 0.623702634523185, 0.6743099285278307, 0.6174619233914658, 0.703815264064997, 0.6150799730031848, 0.6584647273773507]"
Mismatched-C-2,30068,1,False,False,True,"[0.6750165061562463, 0.752081485415754, 0.7106599163435975, 0.7439929731119224, 0.7193926038213134, 0.7025314017750215, 0.7437369703303616, 0.7330967176311087]"
Mismatched-C-2,30077,2,False,False,True,"[0.5684144375794161, 0.5206929860870786, 0.6154122693643782, 0.49519516495544214, 0.6123626844755825, 0.5624590644993999, 0.5767642985435482, 0.571189787414293]"
Mismatched-C-2,30139,4,False,False,True,"[0.558319007424882, 0.6994675227630955, 0.6954581484429657, 0.6868719086806037, 0.7028002198424403, 0.644587053611266, 0.6499093489034065, 0.6694186045442158]"
Mismatched-C-2,30888,3,False,False,True,"[0.6142079005276507, 0.6382376667747838, 0.5339794071154886, 0.6443723427270935, 0.6401909432508701, 0.6376227231185929, 0.583468341399723, 0.6235686112402907]"
Mismatched-C-2,30961,2,False,False,True,"[0.659289842029085, 0.5551345126579246, 0.6738464242195825, 0.5509487306782946, 0.5989346854132057, 0.5905472338477392, 0.5237683445574877, 0.5828877462415816]"
Mismatched-C-2,31234,7,False,False,True,"[0.5791071301012449, 0.5521283109567509, 0.5688520162652928, 0.5670566905483339, 0.531844236053125, 0.5421569600775837, 0.5664410701408291, 0.6422973218185477]"
Mismatched-C-2,31244,7,False,False,True,"[0.5572274634995802, 0.5434087345266979, 0.4977805939371676, 0.5617432156947109, 0.49569007578706975, 0.46606611765221795, 0.5149072416101604, 0.6484137421406463]"
Mismatched-C-2,31251,6,False,False,True,"[0.7303115198157115, 0.6538334541623978, 0.5491610226865888, 0.6969695463803863, 0.6711938864114537, 0.7177157896087933, 0.7443415938048723, 0.6438086727529504]"
Mismatched-C-2,31280,7,False,False,True,"[0.5909572125643305, 0.6338237971168313, 0.6439673306227283, 0.48968753151857913, 0.5509478049527339, 0.5402951711823738, 0.5963532630352405, 0.6635138671302119]"
Mismatched-C-2,31503,1,False,False,True,"[0.6579551347852477, 0.7286919597019638, 0.6141912548041736, 0.7167219590226066, 0.602816272012491, 0.6436597754409767, 0.6480199906337507, 0.6779703705708182]"
Mismatched-C-2,31776,4,False,False,True,"[0.603718114698594, 0.5835757938618642, 0.5645694748951731, 0.6044687415582324, 0.6579662893139859, 0.5889917328889094, 0.5739456694935383, 0.5358124587282878]"
Mismatched-C-2,32051,7,False,False,True,"[0.6225936031531136, 0.5807892638189007, 0.6363772440899629, 0.5783138507062651, 0.5995393322981806, 0.5451720736893035, 0.5570038964016638, 0.657612223226453]"
Mismatched-C-2,32062,5,False,False,True,"[0.6039808411049278, 0.6205446290887264, 0.6086840148629811, 0.6130242468076315, 0.6186082225295545, 0.680738625164538, 0.6629948925937561, 0.6108900549026237]"
Mismatched-C-2,32140,1,False,False,True,"[0.6499505412068717, 0.7245115079336876, 0.6802430224701148, 0.721455251889692, 0.6544736734121073, 0.6840563597644912, 0.7017828301189706, 0.6531693785455219]"
Mismatched-C-2,32365,4,False,False,True,"[0.689162675529319, 0.6679874085178301, 0.6580069866551177, 0.650595019314469, 0.6947331418605573, 0.6793911230149514, 0.6236371754615317, 0.6480640279554809]"
Mismatched-C-2,32427,1,False,False,True,"[0.6160262831909303, 0.682387367968456, 0.5812743930196111, 0.48593690668412715, 0.6184115377609485, 0.6178749574735913, 0.6741290577067871, 0.5936540943872336]"
Mismatched-C-2,32470,6,False,False,True,"[0.6451421109961071, 0.6881058543259917, 0.7050573945994245, 0.6903856491965085, 0.6982086614899408, 0.7017984883416685, 0.7152756501093456, 0.6808860540181447]"
Mismatched-C-2,32532,3,False,False,True,"[0.6852301438603221, 0.7321097483220286, 0.6876625993643006, 0.7480277193759082, 0.621830217949505, 0.6935456335441001, 0.6792457486935133, 0.7140137772207358]"
Mismatched-C-2,32630,5,False,False,True,"[0.6833339938510046, 0.6702297886517419, 0.6619759909648961, 0.5622052726113005, 0.6401107784064053, 0.6837459788841009, 0.5038383559077599, 0.6037573304532461]"
Mismatched-C-2,32680,6,False,False,True,"[0.5796127054519528, 0.5919015620746749, 0.5654874108053811, 0.5066761553817127, 0.6204562794763526, 0.5874177703047533, 0.6271835188358681, 0.5188079318584387]"
Mismatched-C-2,32697,6,False,False,True,"[0.6084001763268256, 0.6322701763187686, 0.5424731064096602, 0.5984440452948896, 0.629214460403972, 0.5479006692351731, 0.6431317312147057, 0.6076648727720222]"
Mismatched-C-2,33057,0,False,False,True,"[0.7412837191706211, 0.6577818388642063, 0.6693621544697754, 0.6784419638892338, 0.670519635923581, 0.6492944723908252, 0.6811338601017471, 0.6592108204485838]"
Mismatched-C-2,33084,5,False,False,True,"[0.8248347777189716, 0.8205591421515523, 0.7885493331292351, 0.7748278769926575, 0.7232251832943102, 0.8649343810941116, 0.7109887263413892, 0.8024257799951902]"
Mismatched-C-2,33123,6,False,False,True,"[0.6167705326413453, 0.6062598358015361, 0.6608809103801085, 0.634029116928629, 0.6009607791684071, 0.6454515928346148, 0.6905707358627907, 0.637704810441229]"
Mismatched-C-2,33256,5,False,False,True,"[0.6818394821691018, 0.6413818264653264, 0.590585565214024, 0.6609269830625621, 0.6669559969446615, 0.7337558188297213, 0.6191640790414912, 0.6984914418977364]"
Mismatched-C-2,33264,1,False,False,True,"[0.6248869978838336, 0.6644357565587098, 0.6315293651538062, 0.5133608691875211, 0.6578360819756349, 0.6276700467813884, 0.5791778266047014, 0.6353832629996093]"
Mismatched-C-2,33336,2,False,False,True,"[0.6011909292328115, 0.634070858901, 0.6842100992432549, 0.5490507315392696, 0.5001080549441991, 0.5432702260389201, 0.6150783812373406, 0.5521965787688063]"
Mismatched-C-2,33342,4,False,False,True,"[0.5696980418220357, 0.5131456762821213, 0.5889013434857238, 0.5448905315554662, 0.6631891646156337, 0.6073859433208024, 0.6365390104514661, 0.6124119099853089]"
Mismatched-C-2,33512,7,False,False,True,"[0.5460898911301977, 0.6466446578439431, 0.6632504547005798, 0.6594735798121951, 0.6434992950440254, 0.6556023648993543, 0.6324303469467525, 0.6782697015736243]"
Mismatched-C-2,33863,4,False,False,True,"[0.5810338997597146, 0.628189942285444, 0.5738786087266228, 0.5715207923232362, 0.6307372151894926, 0.5804558717521628, 0.5796137685460795, 0.6269512983392503]"
Mismatched-C-2,33990,4,False,False,True,"[0.6066949003227313, 0.6293838720284288, 0.6472214620870814, 0.6371292997957392, 0.662918142602388, 0.6296828956386201, 0.6308626982676492, 0.6257705901866453]"
Mismatched-C-2,34169,3,False,False,True,"[0.5627357531660417, 0.5619568762432499, 0.5410360584410813, 0.6056733978330064, 0.5824255455466821, 0.5773393319588593, 0.5806580655750821, 0.5436482653477004]"
Mismatched-C-2,34198,3,False,False,True,"[0.69901868737044, 0.7027141284141019, 0.690494539189728, 0.7682021539309254, 0.751321758622226, 0.6523701573717315, 0.7232548647429173, 0.746130254618251]"
Mismatched-C-2,34415,3,False,False,True,"[0.7185474530814357, 0.66230831017499, 0.7208224461562858, 0.7263213130675619, 0.7163038933017856, 0.7052203397096962, 0.7045883365953041, 0.6843370875639333]"
Mismatched-C-2,34509,0,False,False,True,"[0.7679052918221589, 0.6911981647959592, 0.6917965268395909, 0.715577130884141, 0.7393206192045565, 0.6612200124620137, 0.6913038605659217, 0.7382731359136778]"
Mismatched-C-2,34565,5,False,False,True,"[0.6770519308280869, 0.7047586213002995, 0.6852988774379034, 0.6957580077557094, 0.7324389864422348, 0.7428471469201567, 0.6968519111294889, 0.7134608509287055]"
Mismatched-C-2,34854,6,False,False,True,"[0.6119759508067688, 0.5960506217813784, 0.612699264670766, 0.5620695934679231, 0.6228169781412106, 0.6076745375678378, 0.625448929323245, 0.6167853612580214]"
Mismatched-C-2,34998,3,False,False,True,"[0.6682171389142957, 0.6193819874136504, 0.6238558836096566, 0.701951343338726, 0.6424969810416817, 0.6086175278849467, 0.6402085820003606, 0.6683085790651625]"
Mismatched-C-2,35100,7,False,False,True,"[0.5102590869899997, 0.5212890603423807, 0.4740624828117539, 0.4951972171227863, 0.54962111487829, 0.5505148310496253, 0.5944277699104157, 0.6043248131746175]"
Mismatched-C-2,35119,3,False,False,True,"[0.6599916671563744, 0.6837209026859592, 0.683783997722987, 0.7239533751038117, 0.6025703729167996, 0.6194122632511656, 0.6080869960592075, 0.6263778677227199]"
Mismatched-C-2,35131,7,False,False,True,"[0.5738849496239242, 0.5834215952966427, 0.5708187556346098, 0.6109434664142097, 0.6288576558766721, 0.6440012320133361, 0.5598803954247321, 0.6520185916001521]"
Mismatched-C-2,35234,2,False,False,True,"[0.664528919066296, 0.6613184942595419, 0.6877857079091071, 0.6631217120534443, 0.4659580581766811, 0.6521389393676452, 0.622216033571111, 0.6509446475460937]"
Mismatched-C-2,35269,2,False,False,True,"[0.6388994612411034, 0.563014333705171, 0.6395783240026701, 0.5548300742993204, 0.5549091778860582, 0.5704538058594539, 0.5928659556008111, 0.5819943057777217]"
